955,1,58
955,2,0
955,3,0
970,1,37
970,2,0
970,3,0
985,1,16
985,2,0
985,3,0
1000,1,21
1000,2,0
1000,3,0
1009,1,21
1009,2,0
1009,3,0
1018,1,154
1018,2,0
1018,3,0
1019,1,154
1019,2,0
1019,3,0
1029,1,154
1029,2,0
1029,3,0
1774,1,154
1774,2,0
1774,3,0
1794,1,154
1794,2,0
1794,3,0
1800,1,0
1800,2,58
1800,3,0
1804,1,154
1804,2,0
1804,3,0
1814,1,154
1814,2,0
1814,3,0
1815,1,0
1815,2,37
1815,3,0
1824,1,154
1824,2,0
1824,3,0
1834,1,0
1834,2,16
1834,3,0
1835,1,154
1835,2,0
1835,3,0
1851,1,0
1851,2,21
1851,3,0
1861,1,0
1861,2,21
1861,3,0
1871,1,0
1871,2,21
1871,3,0
1872,1,0
1872,2,154
1872,3,0
1881,1,0
1881,2,154
1881,3,0
1891,1,0
1891,2,154
1891,3,0
2630,1,0
2630,2,154
2630,3,0
2646,1,0
2646,2,154
2646,3,0
2655,1,0
2655,2,0
2655,3,58
2656,1,0
2656,2,154
2656,3,0
2666,1,0
2666,2,154
2666,3,0
2670,1,0
2670,2,0
2670,3,37
2676,1,0
2676,2,154
2676,3,0
2686,1,0
2686,2,154
2686,3,0
2687,1,0
2687,2,0
2687,3,16
2703,1,0
2703,2,0
2703,3,21
2713,1,0
2713,2,0
2713,3,21
2722,1,0
2722,2,0
2722,3,154
2723,1,0
2723,2,0
2723,3,154
2733,1,0
2733,2,0
2733,3,154
2743,1,0
2743,2,0
2743,3,154
2753,1,0
2753,2,0
2753,3,154
2762,1,0
2762,2,0
2762,3,154
2772,1,0
2772,2,0
2772,3,154
2782,1,0
2782,2,0
2782,3,154
2792,1,0
2792,2,0
2792,3,154
4836,1,938
4836,2,0
4836,3,0
4837,1,0
4837,2,938
4837,3,0
4838,1,0
4838,2,0
4838,3,938
4839,1,938
4839,2,0
4839,3,0
4840,1,0
4840,2,434
4840,3,0
4841,1,0
4841,2,0
4841,3,938
4842,1,938
4842,2,0
4842,3,0
4843,1,0
4843,2,938
4843,3,0
4844,1,0
4844,2,0
4844,3,938
4845,1,938
4845,2,0
4845,3,0
4846,1,0
4846,2,938
4846,3,0
4847,1,0
4847,2,0
4847,3,938
4848,1,938
4848,2,0
4848,3,0
4849,1,0
4849,2,938
4849,3,0
4850,1,0
4850,2,0
4850,3,938
4851,1,938
4851,2,0
4851,3,0
4852,1,0
4852,2,938
4852,3,0
4853,1,0
4853,2,0
4853,3,938
4854,1,625
4854,2,0
4854,3,0
4855,1,0
4855,2,938
4855,3,0
4856,1,0
4856,2,0
4856,3,625
4858,1,0
4858,2,201
4858,3,0
