983,1,58
983,2,0
983,3,0
998,1,37
998,2,0
998,3,0
1013,1,16
1013,2,0
1013,3,0
1028,1,21
1028,2,0
1028,3,0
1037,1,21
1037,2,0
1037,3,0
1045,1,154
1045,2,0
1045,3,0
1046,1,154
1046,2,0
1046,3,0
1056,1,154
1056,2,0
1056,3,0
1807,1,154
1807,2,0
1807,3,0
1834,1,154
1834,2,0
1834,3,0
1839,1,0
1839,2,58
1839,3,0
1844,1,154
1844,2,0
1844,3,0
1854,1,0
1854,2,37
1854,3,0
1855,1,154
1855,2,0
1855,3,0
1864,1,154
1864,2,0
1864,3,0
1869,1,0
1869,2,16
1869,3,0
1873,1,154
1873,2,0
1873,3,0
1884,1,0
1884,2,21
1884,3,0
1893,1,0
1893,2,21
1893,3,0
1903,1,0
1903,2,21
1903,3,0
1904,1,0
1904,2,154
1904,3,0
1913,1,0
1913,2,154
1913,3,0
2664,1,0
2664,2,154
2664,3,0
2695,1,0
2695,2,0
2695,3,58
2702,1,0
2702,2,154
2702,3,0
2711,1,0
2711,2,0
2711,3,37
2712,1,0
2712,2,154
2712,3,0
2722,1,0
2722,2,154
2722,3,0
2728,1,0
2728,2,0
2728,3,16
2731,1,0
2731,2,154
2731,3,0
2741,1,0
2741,2,154
2741,3,0
2744,1,0
2744,2,0
2744,3,21
2751,1,0
2751,2,154
2751,3,0
2754,1,0
2754,2,0
2754,3,21
2764,1,0
2764,2,0
2764,3,21
2769,1,0
2769,2,0
2769,3,154
2774,1,0
2774,2,0
2774,3,154
2784,1,0
2784,2,0
2784,3,154
2794,1,0
2794,2,0
2794,3,154
2803,1,0
2803,2,0
2803,3,154
2813,1,0
2813,2,0
2813,3,154
2823,1,0
2823,2,0
2823,3,154
2833,1,0
2833,2,0
2833,3,154
2843,1,0
2843,2,0
2843,3,154
3685,1,1808
3685,2,0
3685,3,0
3686,1,0
3686,2,1808
3686,3,0
3687,1,0
3687,2,0
3687,3,1808
3688,1,1808
3688,2,0
3688,3,0
3689,1,0
3689,2,1808
3689,3,0
3690,1,0
3690,2,0
3690,3,1808
3691,1,1808
3691,2,0
3691,3,0
3692,1,0
3692,2,1808
3692,3,0
3693,1,0
3693,2,0
3693,3,1808
3694,1,803
3694,2,0
3694,3,0
3695,1,0
3695,2,803
3695,3,0
3696,1,0
3696,2,0
3696,3,803
