time,ueId,lcId,tpt,gfbr,mfbr
1,1,4,0.00000,80.00,160.00
1,1,5,0.00000,80.00,160.00
1,1,6,0.00000,80.00,160.00
1,1,7,0.00000,,
2,1,4,0.00000,80.00,160.00
2,1,5,0.00000,80.00,160.00
2,1,6,0.00000,80.00,160.00
2,1,7,0.00000,,
3,1,4,154.97600,80.00,160.00
3,1,5,156.65600,80.00,160.00
3,1,6,154.87200,80.00,160.00
3,1,7,156.76800,,
4,1,4,179.72000,80.00,160.00
4,1,5,179.88000,80.00,160.00
4,1,6,179.97600,80.00,160.00
4,1,7,310.47200,,
5,1,4,145.87200,80.00,160.00
5,1,5,142.50400,80.00,160.00
5,1,6,153.40800,80.00,160.00
5,1,7,281.34400,,
6,1,4,155.03200,80.00,160.00
6,1,5,158.32000,80.00,160.00
6,1,6,152.66400,80.00,160.00
6,1,7,291.80800,,
7,1,4,149.50400,80.00,160.00
7,1,5,149.50400,80.00,160.00
7,1,6,151.55200,80.00,160.00
7,1,7,284.80000,,
8,1,4,164.18400,80.00,160.00
8,1,5,162.08800,80.00,160.00
8,1,6,159.87200,80.00,160.00
8,1,7,295.27200,,
9,1,4,162.05600,80.00,160.00
9,1,5,162.57600,80.00,160.00
9,1,6,158.53600,80.00,160.00
9,1,7,291.92000,,
10,1,4,144.11200,80.00,160.00
10,1,5,143.78400,80.00,160.00
10,1,6,149.78400,80.00,160.00
10,1,7,281.30400,,
11,1,4,151.34400,80.00,160.00
11,1,5,153.06400,80.00,160.00
11,1,6,153.03200,80.00,160.00
11,1,7,290.12800,,
12,1,4,158.96800,80.00,160.00
12,1,5,156.68000,80.00,160.00
12,1,6,161.68800,80.00,160.00
12,1,7,288.10400,,
13,1,4,165.48000,80.00,160.00
13,1,5,164.04800,80.00,160.00
13,1,6,154.88800,80.00,160.00
13,1,7,297.13600,,
14,1,4,144.10400,80.00,160.00
14,1,5,145.72000,80.00,160.00
14,1,6,145.85600,80.00,160.00
14,1,7,286.72800,,
15,1,4,83.84000,80.00,160.00
15,1,5,85.54400,80.00,160.00
15,1,6,81.92000,80.00,160.00
15,1,7,86.48000,,
16,1,4,0.00000,80.00,160.00
16,1,5,0.00000,80.00,160.00
16,1,6,0.00000,80.00,160.00
16,1,7,0.00000,,
