time,ueId,lcId,tpt,gfbr,mfbr
1,1,4,0.00000,80.00,120.00
1,1,5,0.00000,80.00,160.00
1,1,6,0.00000,80.00,200.00
1,1,7,0.00000,,
2,1,4,0.00000,80.00,120.00
2,1,5,0.00000,80.00,160.00
2,1,6,0.00000,80.00,200.00
2,1,7,0.00000,,
3,1,4,94.78400,80.00,120.00
3,1,5,94.84800,80.00,160.00
3,1,6,94.70400,80.00,200.00
3,1,7,95.74400,,
4,1,4,118.68800,80.00,120.00
4,1,5,158.72000,80.00,160.00
4,1,6,198.81600,80.00,200.00
4,1,7,217.41600,,
5,1,4,118.63200,80.00,120.00
5,1,5,158.72800,80.00,160.00
5,1,6,198.79200,80.00,200.00
5,1,7,220.52000,,
6,1,4,118.50400,80.00,120.00
6,1,5,158.76000,80.00,160.00
6,1,6,198.68000,80.00,200.00
6,1,7,223.68800,,
7,1,4,118.64000,80.00,120.00
7,1,5,158.70400,80.00,160.00
7,1,6,198.76800,80.00,200.00
7,1,7,218.72000,,
8,1,4,118.54400,80.00,120.00
8,1,5,158.76800,80.00,160.00
8,1,6,198.73600,80.00,200.00
8,1,7,220.49600,,
9,1,4,118.63200,80.00,120.00
9,1,5,158.72800,80.00,160.00
9,1,6,198.79200,80.00,200.00
9,1,7,216.98400,,
10,1,4,118.50400,80.00,120.00
10,1,5,158.79200,80.00,160.00
10,1,6,198.69600,80.00,200.00
10,1,7,223.96000,,
11,1,4,118.56800,80.00,120.00
11,1,5,158.79200,80.00,160.00
11,1,6,198.79200,80.00,200.00
11,1,7,217.32800,,
12,1,4,118.66400,80.00,120.00
12,1,5,158.72800,80.00,160.00
12,1,6,198.79200,80.00,200.00
12,1,7,218.72800,,
13,1,4,118.60800,80.00,120.00
13,1,5,158.76000,80.00,160.00
13,1,6,198.74400,80.00,200.00
13,1,7,227.40800,,
14,1,4,118.61600,80.00,120.00
14,1,5,158.71200,80.00,160.00
14,1,6,198.77600,80.00,200.00
14,1,7,219.10400,,
15,1,4,118.61600,80.00,120.00
15,1,5,158.71200,80.00,160.00
15,1,6,198.74400,80.00,200.00
15,1,7,221.94400,,
16,1,4,118.63200,80.00,120.00
16,1,5,158.76000,80.00,160.00
16,1,6,198.79200,80.00,200.00
16,1,7,215.47200,,
17,1,4,118.63200,80.00,120.00
17,1,5,158.72800,80.00,160.00
17,1,6,198.79200,80.00,200.00
17,1,7,218.53600,,
18,1,4,118.61600,80.00,120.00
18,1,5,158.68000,80.00,160.00
18,1,6,198.72800,80.00,200.00
18,1,7,224.09600,,
19,1,4,47.43200,80.00,120.00
19,1,5,47.43200,80.00,160.00
19,1,6,47.40000,80.00,200.00
19,1,7,46.27200,,
20,1,4,0.00000,80.00,120.00
20,1,5,0.00000,80.00,160.00
20,1,6,0.00000,80.00,200.00
20,1,7,0.00000,,
21,1,4,0.00000,80.00,120.00
21,1,5,0.00000,80.00,160.00
21,1,6,0.00000,80.00,200.00
21,1,7,0.00000,,
22,1,4,0.00000,80.00,120.00
22,1,5,0.00000,80.00,160.00
22,1,6,0.00000,80.00,200.00
22,1,7,0.00000,,
